,time,Log ID,Course,Log Type,Machine ID,command,file,filename,full_command,stderr,stdout,diff_l,diff_wc,new_l,new_wc,old_l,old_wc,total_time(s)
0,2021-04-19 19:34:00,490cd3ad601e875614199fc11aa5ebe2ad67d289cbe519e3a41d8fbd2f2af05e,Comp-512-Test,Bash,10bcd15c,ls,,,ls,,"SuperShell
stderr.txt",,,,,,,
1,2021-04-19 19:35:00,490cd3ad601e875614199fc11aa5ebe2ad67d289cbe519e3a41d8fbd2f2af05e,Comp-512-Test,Bash,10bcd15c,export,,,export $TEST=Hello,/home/supershell/.offline.sh: line 358: export: `=Hello': not a valid identifier,,,,,,,,
2,2021-04-19 19:35:00,490cd3ad601e875614199fc11aa5ebe2ad67d289cbe519e3a41d8fbd2f2af05e,Comp-512-Test,Bash,10bcd15c,export,,,export $TEST='Hello',/home/supershell/.offline.sh: line 358: export: `=Hello': not a valid identifier,,,,,,,,
3,2021-04-19 19:36:00,490cd3ad601e875614199fc11aa5ebe2ad67d289cbe519e3a41d8fbd2f2af05e,Comp-512-Test,Bash,10bcd15c,export,,,export PATH=$PATH:$HOME/bin,,,,,,,,,
4,2021-04-19 19:36:00,490cd3ad601e875614199fc11aa5ebe2ad67d289cbe519e3a41d8fbd2f2af05e,Comp-512-Test,Bash,10bcd15c,export,,,export PATH=$PATH:test/bin,,,,,,,,,
5,2021-04-19 19:36:00,490cd3ad601e875614199fc11aa5ebe2ad67d289cbe519e3a41d8fbd2f2af05e,Comp-512-Test,Bash,10bcd15c,echo,,,echo $PATH,,/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin,,,,,,,
6,2023-01-19 16:10:00,d04e4ff0c8708760457e1cefad014855b3262f35c85a7a76c87d1f72539299ec,Cyverse-RNA-Tutorial,Bash,a3f8b,ls,,,ls,,"data-store
stderr.txt
SuperShell
work",,,,,,,
7,2023-04-08 20:10:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,,ls /home/jovyan,,"data-store
stderr.txt
stdout.txt
SuperShell
work",,,,,,,
8,2023-04-08 20:11:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,..,ls ..,,jovyan,,,,,,,
9,2023-04-08 20:11:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,,ls /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES,,"Drug_A
Drug_B",,,,,,,
10,2023-04-08 20:11:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,./data-store/data/input/RNA_SEQ_SAMPLES,ls ./data-store/data/input/RNA_SEQ_SAMPLES,,"Drug_A
Drug_B",,,,,,,
11,2023-04-08 20:12:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,stderr.txt,ls stderr.txt,,stderr.txt,,,,,,,
12,2023-04-08 20:12:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,,ls aa,ls: cannot access 'aa': No such file or directory,,,,,,,,
13,2023-04-08 20:12:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,,ls,,"data-store
stderr.txt
stdout.txt
SuperShell
work",,,,,,,
14,2023-04-08 20:16:00,2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,Cyverse-RNA-Tutorial,Bash,a0aa5,ls,,,ls -l data-store/data/input/Discovery/,,"total 0
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 FilteredSortedOutput
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 RNASequenceOutput
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 TSVFiles
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 UncompressedSamples",,,,,,,
